0	2.4436
1	2.4347
2	2.4254
3	2.4178
4	2.4077
5	2.3938
6	2.3832
7	2.3717
8	2.3527
9	2.3403
10	2.3294
11	2.3028
12	2.2788
13	2.2625
14	2.2378
15	2.1933
16	2.1683
17	2.1415
18	2.0754
19	2.0382
20	2.0035
21	1.933
22	1.8822
23	1.8231
24	1.7046
25	1.6253
26	1.5558
27	1.4458
28	1.3506
29	1.2579
30	1.0857
